id,Age
74051,8.171044296991854
74052,7.705231778838604
74053,11.18269919085919
74054,10.994977136624366
74055,7.366204247455488
74056,11.70987684605744
74057,10.926833965948624
74058,8.023211670730321
74059,12.773338155330883
74060,9.940225586722653
74061,12.91954903154075
74062,10.121450069937577
74063,4.507834569368753
74064,12.21540069533206
74065,5.767197070277231
74066,5.94916524514639
74067,11.130911336417746
74068,13.10961677317393
74069,10.181904905366197
74070,10.130963052348024
74071,14.597974319527998
74072,9.8910597321551
74073,8.529813986495464
74074,9.183321641883277
74075,11.950894186766881
74076,10.410255027268528
74077,14.77752057778026
74078,10.769275684803965
74079,8.765559802655732
74080,11.247452308034811
74081,10.623133612442189
74082,10.38810141867719
74083,10.319367754111363
74084,12.406388055710845
74085,11.263861612345346
74086,7.160958313255796
74087,9.266299964777405
74088,10.216109492808814
74089,8.549422568243328
74090,9.677893514289151
74091,8.062204866739494
74092,9.683292379955287
74093,10.447533547019757
74094,9.677508086799124
74095,16.1188675870244
74096,12.007249011517086
74097,6.512387728528526
74098,6.172996608338195
74099,13.737505952380955
74100,10.148676121741502
74101,10.709343273806128
74102,9.224982251002933
74103,12.059171470781667
74104,11.032424914063949
74105,8.563714858080646
74106,11.337851576538297
74107,9.71374868219609
74108,5.5191253457244684
74109,10.013479298094717
74110,6.179811672805515
74111,10.995035129056392
74112,6.835635800968641
74113,8.456944573799674
74114,10.745458703863447
74115,9.51761927238419
74116,10.709021265190952
74117,12.256292224992716
74118,10.287939704360555
74119,8.629849953769323
74120,14.21151067970869
74121,10.476973108622033
74122,7.8108285317434305
74123,11.793031660222983
74124,5.3676387139941335
74125,7.5330784754539435
74126,7.468673938540839
74127,11.333202198005258
74128,10.74701948638686
74129,9.193235384868963
74130,10.765727837879686
74131,10.782387457035288
74132,7.572236287887808
74133,10.463482261736301
74134,12.05660390098268
74135,5.049193790040334
74136,6.417806552914316
74137,5.539991857998713
74138,15.850524487317191
74139,10.665450494308871
74140,13.656647976811817
74141,9.454832235756436
74142,10.336585265808035
74143,13.439951465960394
74144,13.255144650087491
74145,11.123751907538798
74146,7.985169487294212
74147,9.678079226413274
74148,5.866939367911866
74149,10.404685292583311
74150,7.752100551060904
74151,9.341419973266964
74152,12.27699257596073
74153,10.82594287973817
74154,8.514377014678683
74155,6.699899109042142
74156,12.020483063116433
74157,10.740381085818106
74158,12.58474778050471
74159,9.792420544196064
74160,11.809809332839702
74161,9.761887640926874
74162,11.039071789869961
74163,9.57991201565342
74164,9.252335743148265
74165,10.748178490336986
74166,8.993067614489483
74167,11.13429230837877
74168,10.274213514028764
74169,10.914509661515874
74170,10.283189582673321
74171,12.112816955245151
74172,10.554188329583303
74173,7.8085649121110805
74174,11.415364211694536
74175,9.812889501716665
74176,10.689688014504306
74177,11.189105396458247
74178,12.625627164923165
74179,13.641697154710252
74180,6.005602650552349
74181,8.288454075968392
74182,10.281291330110035
74183,7.224803558896987
74184,11.346793583101851
74185,11.81813947093885
74186,9.920667569981356
74187,9.384511570048517
74188,12.383048162829718
74189,6.2628945032400045
74190,9.130266797312853
74191,10.490991035146571
74192,11.504501063766043
74193,9.266714291205153
74194,4.6060591466711625
74195,11.853677356099872
